id,username,email,first_name,last_name,addresses,age,gender,persona
364,user364,beverly.gutierrez@example.com,Beverly,Gutierrez,"[{'first_name': 'Beverly', 'last_name': 'Gutierrez', 'address1': '11976 Warren Cove', 'address2': '', 'country': 'US', 'city': 'Bruceport', 'state': 'NC', 'zipcode': '27116', 'default': True}]",21,F,energy_isotonic_beers
366,user366,aaron.cardenas@example.com,Aaron,Cardenas,"[{'first_name': 'Aaron', 'last_name': 'Cardenas', 'address1': '96281 Rodriguez Knoll Apt. 309', 'address2': '', 'country': 'US', 'city': 'New Traci', 'state': 'MD', 'zipcode': '20331', 'default': True}]",18,M,isotonic_waters_other
460,user460,tracy.bowers@example.com,Tracy,Bowers,"[{'first_name': 'Tracy', 'last_name': 'Bowers', 'address1': '10298 Williams Ramp', 'address2': '', 'country': 'US', 'city': 'Patriciabury', 'state': 'TN', 'zipcode': '37143', 'default': True}]",18,F,sparkling_waters_other
552,user552,jorge.evans@example.com,Jorge,Evans,"[{'first_name': 'Jorge', 'last_name': 'Evans', 'address1': '2177 Yoder Village', 'address2': '', 'country': 'US', 'city': 'West John', 'state': 'IN', 'zipcode': '46336', 'default': True}]",18,M,isotonic_waters_other
588,user588,sharon.krause@example.com,Sharon,Krause,"[{'first_name': 'Sharon', 'last_name': 'Krause', 'address1': '610 David Rest', 'address2': '', 'country': 'US', 'city': 'Novakside', 'state': 'IL', 'zipcode': '61953', 'default': True}]",21,F,isotonic_spirits_waters
782,user782,jimmy.fuentes@example.com,Jimmy,Fuentes,"[{'first_name': 'Jimmy', 'last_name': 'Fuentes', 'address1': '542 Christopher Green', 'address2': '', 'country': 'US', 'city': 'Lake Patricialand', 'state': 'MA', 'zipcode': '01372', 'default': True}]",18,M,spirits_beers_sparkling
881,user881,carol.coleman@example.com,Carol,Coleman,"[{'first_name': 'Carol', 'last_name': 'Coleman', 'address1': '38996 Charles Lodge', 'address2': '', 'country': 'US', 'city': 'West Michaelmouth', 'state': 'CA', 'zipcode': '91071', 'default': True}]",18,F,spirits_beers_sparkling
931,user931,charles.hoover@example.com,Charles,Hoover,"[{'first_name': 'Charles', 'last_name': 'Hoover', 'address1': '0092 Vaughn Street', 'address2': '', 'country': 'US', 'city': 'South Jillstad', 'state': 'NY', 'zipcode': '12747', 'default': True}]",21,M,energy_isotonic_beers
955,user955,gabrielle.miller@example.com,Gabrielle,Miller,"[{'first_name': 'Gabrielle', 'last_name': 'Miller', 'address1': '87211 Christopher Village Apt. 599', 'address2': '', 'country': 'US', 'city': 'Johnsonhaven', 'state': 'DC', 'zipcode': '20016', 'default': True}]",21,F,energy_isotonic_beers
957,user957,robert.payne@example.com,Robert,Payne,"[{'first_name': 'Robert', 'last_name': 'Payne', 'address1': '1509 Hernandez Port', 'address2': '', 'country': 'US', 'city': 'North Cynthiaberg', 'state': 'MA', 'zipcode': '02012', 'default': True}]",18,M,waters_juices_other
960,user960,troy.perez@example.com,Troy,Perez,"[{'first_name': 'Troy', 'last_name': 'Perez', 'address1': '02368 Michael Via Apt. 276', 'address2': '', 'country': 'US', 'city': 'Moonview', 'state': 'WY', 'zipcode': '83032', 'default': True}]",18,M,waters_juices_other
1017,user1017,stephanie.hanson@example.com,Stephanie,Hanson,"[{'first_name': 'Stephanie', 'last_name': 'Hanson', 'address1': '41474 Burke Mountains', 'address2': '', 'country': 'US', 'city': 'Fitzpatrickstad', 'state': 'IN', 'zipcode': '47017', 'default': True}]",18,F,sparkling_waters_other
1018,user1018,eric.duncan@example.com,Eric,Duncan,"[{'first_name': 'Eric', 'last_name': 'Duncan', 'address1': '148 Paul Crest Suite 266', 'address2': '', 'country': 'US', 'city': 'Port Nicoleland', 'state': 'FL', 'zipcode': '33926', 'default': True}]",18,M,waters_juices_other
1143,user1143,james.gilmore@example.com,James,Gilmore,"[{'first_name': 'James', 'last_name': 'Gilmore', 'address1': '09967 Best Stream Suite 685', 'address2': '', 'country': 'US', 'city': 'East Danielland', 'state': 'IA', 'zipcode': '51701', 'default': True}]",18,M,juices_waters_sparkling
1300,user1300,bradley.johnson@example.com,Bradley,Johnson,"[{'first_name': 'Bradley', 'last_name': 'Johnson', 'address1': '577 Nathan Mission Suite 740', 'address2': '', 'country': 'US', 'city': 'East Steven', 'state': 'NC', 'zipcode': '27624', 'default': True}]",18,M,other_waters_sparkling
1407,user1407,jerry.washington@example.com,Jerry,Washington,"[{'first_name': 'Jerry', 'last_name': 'Washington', 'address1': '846 Palmer Forest', 'address2': '', 'country': 'US', 'city': 'Dianachester', 'state': 'AL', 'zipcode': '36226', 'default': True}]",21,M,energy_isotonic_beers
1417,user1417,thomas.glenn@example.com,Thomas,Glenn,"[{'first_name': 'Thomas', 'last_name': 'Glenn', 'address1': '8630 Michael Camp Apt. 726', 'address2': '', 'country': 'US', 'city': 'Leeshire', 'state': 'AL', 'zipcode': '36908', 'default': True}]",21,M,energy_isotonic_beers
1521,user1521,maria.le@example.com,Maria,Le,"[{'first_name': 'Maria', 'last_name': 'Le', 'address1': '12365 Oliver Parkways Suite 569', 'address2': '', 'country': 'US', 'city': 'Port Chloeside', 'state': 'FL', 'zipcode': '32503', 'default': True}]",18,F,juices_waters_sparkling
1528,user1528,christina.campbell@example.com,Christina,Campbell,"[{'first_name': 'Christina', 'last_name': 'Campbell', 'address1': '99458 Gallagher Trace Suite 371', 'address2': '', 'country': 'US', 'city': 'North Sonya', 'state': 'IN', 'zipcode': '47030', 'default': True}]",18,F,juices_waters_sparkling
1556,user1556,michael.jordan@example.com,Michael,Jordan,"[{'first_name': 'Michael', 'last_name': 'Jordan', 'address1': '24998 Monica Terrace Apt. 653', 'address2': '', 'country': 'US', 'city': 'New Alex', 'state': 'ND', 'zipcode': '58497', 'default': True}]",18,M,sparkling_waters_other
1582,user1582,justin.pierce@example.com,Justin,Pierce,"[{'first_name': 'Justin', 'last_name': 'Pierce', 'address1': '21194 Coleman Tunnel', 'address2': '', 'country': 'US', 'city': 'North Richardmouth', 'state': 'LA', 'zipcode': '70458', 'default': True}]",18,M,sparkling_waters_other
1654,user1654,john.williams@example.com,John,Williams,"[{'first_name': 'John', 'last_name': 'Williams', 'address1': '09269 Michael Place', 'address2': '', 'country': 'US', 'city': 'Harmonville', 'state': 'PA', 'zipcode': '15275', 'default': True}]",21,M,energy_isotonic_beers
1718,user1718,christina.cooper@example.com,Christina,Cooper,"[{'first_name': 'Christina', 'last_name': 'Cooper', 'address1': '670 Dudley Roads', 'address2': '', 'country': 'US', 'city': 'New Alexafort', 'state': 'CA', 'zipcode': '91547', 'default': True}]",18,F,other_waters_sparkling
1750,user1750,tony.jackson@example.com,Tony,Jackson,"[{'first_name': 'Tony', 'last_name': 'Jackson', 'address1': '869 Monica Crescent', 'address2': '', 'country': 'US', 'city': 'Lake Amyshire', 'state': 'MA', 'zipcode': '02350', 'default': True}]",18,M,isotonic_waters_other
1771,user1771,annette.morgan@example.com,Annette,Morgan,"[{'first_name': 'Annette', 'last_name': 'Morgan', 'address1': '38516 Gregory Crest Apt. 148', 'address2': '', 'country': 'US', 'city': 'Arthurstad', 'state': 'TX', 'zipcode': '73301', 'default': True}]",21,F,isotonic_spirits_waters
1792,user1792,kelly.chen@example.com,Kelly,Chen,"[{'first_name': 'Kelly', 'last_name': 'Chen', 'address1': '751 Dunn Knoll Apt. 113', 'address2': '', 'country': 'US', 'city': 'Tracyview', 'state': 'SC', 'zipcode': '29022', 'default': True}]",18,M,sparkling_waters_other
1833,user1833,cameron.cunningham@example.com,Cameron,Cunningham,"[{'first_name': 'Cameron', 'last_name': 'Cunningham', 'address1': '8856 Norma Mews Suite 084', 'address2': '', 'country': 'US', 'city': 'Port Tiffany', 'state': 'SC', 'zipcode': '29588', 'default': True}]",18,M,juices_waters_sparkling
1934,user1934,angela.pratt@example.com,Angela,Pratt,"[{'first_name': 'Angela', 'last_name': 'Pratt', 'address1': '99360 Jeffrey Course', 'address2': '', 'country': 'US', 'city': 'East John', 'state': 'WI', 'zipcode': '53387', 'default': True}]",18,F,juices_waters_sparkling
1948,user1948,hannah.charles@example.com,Hannah,Charles,"[{'first_name': 'Hannah', 'last_name': 'Charles', 'address1': '002 Kyle Inlet Apt. 044', 'address2': '', 'country': 'US', 'city': 'Moorefurt', 'state': 'AL', 'zipcode': '35405', 'default': True}]",18,F,isotonic_waters_other
1976,user1976,ricky.hall@example.com,Ricky,Hall,"[{'first_name': 'Ricky', 'last_name': 'Hall', 'address1': '02122 Bradley Courts Suite 477', 'address2': '', 'country': 'US', 'city': 'West Deborah', 'state': 'VA', 'zipcode': '20040', 'default': True}]",21,M,isotonic_spirits_waters
2021,user2021,lauren.phillips@example.com,Lauren,Phillips,"[{'first_name': 'Lauren', 'last_name': 'Phillips', 'address1': '493 Stephanie Village', 'address2': '', 'country': 'US', 'city': 'Donaldbury', 'state': 'WI', 'zipcode': '54111', 'default': True}]",18,F,waters_juices_other
2046,user2046,randy.castro@example.com,Randy,Castro,"[{'first_name': 'Randy', 'last_name': 'Castro', 'address1': '933 Serrano Branch', 'address2': '', 'country': 'US', 'city': 'Arielland', 'state': 'CT', 'zipcode': '06047', 'default': True}]",18,M,sparkling_waters_other
2070,user2070,rebecca.young@example.com,Rebecca,Young,"[{'first_name': 'Rebecca', 'last_name': 'Young', 'address1': '61738 Soto Lane Apt. 291', 'address2': '', 'country': 'US', 'city': 'Dawnchester', 'state': 'IN', 'zipcode': '47461', 'default': True}]",21,F,isotonic_spirits_waters
2110,user2110,james.white@example.com,James,White,"[{'first_name': 'James', 'last_name': 'White', 'address1': '0589 Martin Grove', 'address2': '', 'country': 'US', 'city': 'Port Catherineside', 'state': 'MD', 'zipcode': '20331', 'default': True}]",18,M,other_waters_sparkling
2161,user2161,theresa.freeman@example.com,Theresa,Freeman,"[{'first_name': 'Theresa', 'last_name': 'Freeman', 'address1': '608 Wendy Squares', 'address2': '', 'country': 'US', 'city': 'Jennifertown', 'state': 'WY', 'zipcode': '82788', 'default': True}]",18,F,isotonic_waters_other
2171,user2171,ronald.rivera@example.com,Ronald,Rivera,"[{'first_name': 'Ronald', 'last_name': 'Rivera', 'address1': '9244 Rhodes Wells Suite 229', 'address2': '', 'country': 'US', 'city': 'North Maria', 'state': 'WA', 'zipcode': '98657', 'default': True}]",18,M,spirits_beers_sparkling
2251,user2251,jennifer.mcdonald@example.com,Jennifer,Mcdonald,"[{'first_name': 'Jennifer', 'last_name': 'Mcdonald', 'address1': '295 James Walk', 'address2': '', 'country': 'US', 'city': 'New Christopherchester', 'state': 'DC', 'zipcode': '20008', 'default': True}]",18,F,sparkling_waters_other
2274,user2274,cynthia.petersen@example.com,Cynthia,Petersen,"[{'first_name': 'Cynthia', 'last_name': 'Petersen', 'address1': '5538 Boyd Island Apt. 388', 'address2': '', 'country': 'US', 'city': 'Fosterfurt', 'state': 'DC', 'zipcode': '20039', 'default': True}]",18,F,sparkling_waters_other
2392,user2392,stacey.kelly@example.com,Stacey,Kelly,"[{'first_name': 'Stacey', 'last_name': 'Kelly', 'address1': '7933 Cristian Falls Apt. 162', 'address2': '', 'country': 'US', 'city': 'Taylormouth', 'state': 'LA', 'zipcode': '70922', 'default': True}]",18,F,spirits_beers_sparkling
2463,user2463,samuel.wilson@example.com,Samuel,Wilson,"[{'first_name': 'Samuel', 'last_name': 'Wilson', 'address1': '32658 Flynn Underpass Suite 495', 'address2': '', 'country': 'US', 'city': 'Anthonyton', 'state': 'RI', 'zipcode': '02825', 'default': True}]",18,M,isotonic_waters_other
2478,user2478,ernest.moreno@example.com,Ernest,Moreno,"[{'first_name': 'Ernest', 'last_name': 'Moreno', 'address1': '95523 Troy Meadows Apt. 807', 'address2': '', 'country': 'US', 'city': 'East Carlfort', 'state': 'DE', 'zipcode': '19719', 'default': True}]",18,M,spirits_beers_sparkling
2516,user2516,lori.moore@example.com,Lori,Moore,"[{'first_name': 'Lori', 'last_name': 'Moore', 'address1': '2098 Danielle Manor', 'address2': '', 'country': 'US', 'city': 'Port Jenniferburgh', 'state': 'IN', 'zipcode': '46017', 'default': True}]",21,F,isotonic_spirits_waters
2538,user2538,jesus.grant@example.com,Jesus,Grant,"[{'first_name': 'Jesus', 'last_name': 'Grant', 'address1': '0233 Patterson Mission', 'address2': '', 'country': 'US', 'city': 'West Michael', 'state': 'ND', 'zipcode': '58493', 'default': True}]",21,M,energy_isotonic_beers
2550,user2550,tim.johnson@example.com,Tim,Johnson,"[{'first_name': 'Tim', 'last_name': 'Johnson', 'address1': '579 Samuel Cove', 'address2': '', 'country': 'US', 'city': 'Danielstown', 'state': 'NM', 'zipcode': '87538', 'default': True}]",18,M,spirits_beers_sparkling
2556,user2556,whitney.johnson@example.com,Whitney,Johnson,"[{'first_name': 'Whitney', 'last_name': 'Johnson', 'address1': '2417 Sarah Mountain Suite 704', 'address2': '', 'country': 'US', 'city': 'Gomezville', 'state': 'AK', 'zipcode': '99908', 'default': True}]",21,F,isotonic_spirits_waters
2573,user2573,christopher.potter@example.com,Christopher,Potter,"[{'first_name': 'Christopher', 'last_name': 'Potter', 'address1': '566 Tammy Square Suite 373', 'address2': '', 'country': 'US', 'city': 'South Scottview', 'state': 'PA', 'zipcode': '17287', 'default': True}]",18,M,waters_juices_other
2575,user2575,sandra.hudson@example.com,Sandra,Hudson,"[{'first_name': 'Sandra', 'last_name': 'Hudson', 'address1': '4349 King Cove', 'address2': '', 'country': 'US', 'city': 'Danielberg', 'state': 'ND', 'zipcode': '58443', 'default': True}]",18,F,isotonic_waters_other
2598,user2598,samuel.clark@example.com,Samuel,Clark,"[{'first_name': 'Samuel', 'last_name': 'Clark', 'address1': '6969 Lopez Hill', 'address2': '', 'country': 'US', 'city': 'Walkerfort', 'state': 'IN', 'zipcode': '46555', 'default': True}]",18,M,isotonic_waters_other
2695,user2695,krista.schultz@example.com,Krista,Schultz,"[{'first_name': 'Krista', 'last_name': 'Schultz', 'address1': '88476 Sarah Walk', 'address2': '', 'country': 'US', 'city': 'Port Nicholas', 'state': 'NY', 'zipcode': '11725', 'default': True}]",18,F,waters_juices_other
2720,user2720,tiffany.smith@example.com,Tiffany,Smith,"[{'first_name': 'Tiffany', 'last_name': 'Smith', 'address1': '907 Ballard Valley Apt. 332', 'address2': '', 'country': 'US', 'city': 'Kristinfurt', 'state': 'CO', 'zipcode': '81085', 'default': True}]",21,F,energy_isotonic_beers
2783,user2783,mark.gibson@example.com,Mark,Gibson,"[{'first_name': 'Mark', 'last_name': 'Gibson', 'address1': '6073 Parks Groves Apt. 306', 'address2': '', 'country': 'US', 'city': 'Valdezview', 'state': 'MO', 'zipcode': '65811', 'default': True}]",18,M,juices_waters_sparkling
2799,user2799,brandon.jimenez@example.com,Brandon,Jimenez,"[{'first_name': 'Brandon', 'last_name': 'Jimenez', 'address1': '63199 Herrera Corners', 'address2': '', 'country': 'US', 'city': 'South Brendaview', 'state': 'FL', 'zipcode': '32866', 'default': True}]",18,M,waters_juices_other
2802,user2802,laurie.melendez@example.com,Laurie,Melendez,"[{'first_name': 'Laurie', 'last_name': 'Melendez', 'address1': '9229 Ferguson Lodge Apt. 348', 'address2': '', 'country': 'US', 'city': 'Parkerfurt', 'state': 'HI', 'zipcode': '96755', 'default': True}]",18,F,spirits_beers_sparkling
2838,user2838,erica.pugh@example.com,Erica,Pugh,"[{'first_name': 'Erica', 'last_name': 'Pugh', 'address1': '454 Hill Inlet', 'address2': '', 'country': 'US', 'city': 'Danielport', 'state': 'DC', 'zipcode': '20034', 'default': True}]",18,F,juices_waters_sparkling
2858,user2858,robert.flores@example.com,Robert,Flores,"[{'first_name': 'Robert', 'last_name': 'Flores', 'address1': '143 Graham Extensions', 'address2': '', 'country': 'US', 'city': 'New Elizabethfort', 'state': 'MN', 'zipcode': '56498', 'default': True}]",21,M,isotonic_spirits_waters
2886,user2886,daniel.taylor@example.com,Daniel,Taylor,"[{'first_name': 'Daniel', 'last_name': 'Taylor', 'address1': '225 Erin Lights Apt. 825', 'address2': '', 'country': 'US', 'city': 'Devinfort', 'state': 'WI', 'zipcode': '54875', 'default': True}]",18,M,juices_waters_sparkling
2927,user2927,jennifer.bond@example.com,Jennifer,Bond,"[{'first_name': 'Jennifer', 'last_name': 'Bond', 'address1': '5912 Hudson Green Suite 177', 'address2': '', 'country': 'US', 'city': 'Aguilarberg', 'state': 'OR', 'zipcode': '97741', 'default': True}]",21,F,isotonic_spirits_waters
3026,user3026,mark.myers@example.com,Mark,Myers,"[{'first_name': 'Mark', 'last_name': 'Myers', 'address1': '4472 Eduardo Gateway', 'address2': '', 'country': 'US', 'city': 'Brendastad', 'state': 'CT', 'zipcode': '06047', 'default': True}]",18,M,waters_juices_other
3198,user3198,heather.stout@example.com,Heather,Stout,"[{'first_name': 'Heather', 'last_name': 'Stout', 'address1': '66013 White Hollow Apt. 267', 'address2': '', 'country': 'US', 'city': 'Amybury', 'state': 'WA', 'zipcode': '99341', 'default': True}]",21,F,isotonic_spirits_waters
3243,user3243,kelly.moore@example.com,Kelly,Moore,"[{'first_name': 'Kelly', 'last_name': 'Moore', 'address1': '401 Marquez Well', 'address2': '', 'country': 'US', 'city': 'Cookfurt', 'state': 'MI', 'zipcode': '49494', 'default': True}]",18,F,juices_waters_sparkling
3288,user3288,glenn.hurley@example.com,Glenn,Hurley,"[{'first_name': 'Glenn', 'last_name': 'Hurley', 'address1': '339 Yates Rapids Suite 832', 'address2': '', 'country': 'US', 'city': 'Jamesport', 'state': 'WV', 'zipcode': '26836', 'default': True}]",18,M,other_waters_sparkling
3379,user3379,donald.woods@example.com,Donald,Woods,"[{'first_name': 'Donald', 'last_name': 'Woods', 'address1': '8416 Potts Station', 'address2': '', 'country': 'US', 'city': 'Lake Amandaview', 'state': 'OK', 'zipcode': '73003', 'default': True}]",18,M,other_waters_sparkling
3419,user3419,eric.bowen@example.com,Eric,Bowen,"[{'first_name': 'Eric', 'last_name': 'Bowen', 'address1': '874 James Ports', 'address2': '', 'country': 'US', 'city': 'Aguilarton', 'state': 'VT', 'zipcode': '05408', 'default': True}]",21,M,isotonic_spirits_waters
3428,user3428,amber.williams@example.com,Amber,Williams,"[{'first_name': 'Amber', 'last_name': 'Williams', 'address1': '3271 Ramirez Squares', 'address2': '', 'country': 'US', 'city': 'Matthewsmouth', 'state': 'TN', 'zipcode': '38111', 'default': True}]",18,F,waters_juices_other
3457,user3457,mary.giles@example.com,Mary,Giles,"[{'first_name': 'Mary', 'last_name': 'Giles', 'address1': '12399 Christopher Land', 'address2': '', 'country': 'US', 'city': 'Frazierborough', 'state': 'SD', 'zipcode': '57555', 'default': True}]",18,F,juices_waters_sparkling
3552,user3552,taylor.bell@example.com,Taylor,Bell,"[{'first_name': 'Taylor', 'last_name': 'Bell', 'address1': '535 Dustin Tunnel', 'address2': '', 'country': 'US', 'city': 'New Jamesburgh', 'state': 'IN', 'zipcode': '47612', 'default': True}]",18,F,other_waters_sparkling
3553,user3553,robert.moody@example.com,Robert,Moody,"[{'first_name': 'Robert', 'last_name': 'Moody', 'address1': '100 Daniel Vista', 'address2': '', 'country': 'US', 'city': 'Antonioshire', 'state': 'OK', 'zipcode': '73146', 'default': True}]",21,M,energy_isotonic_beers
3622,user3622,david.willis@example.com,David,Willis,"[{'first_name': 'David', 'last_name': 'Willis', 'address1': '4697 Little Land Suite 887', 'address2': '', 'country': 'US', 'city': 'Lopezchester', 'state': 'NC', 'zipcode': '27149', 'default': True}]",18,M,sparkling_waters_other
3839,user3839,elizabeth.gill@example.com,Elizabeth,Gill,"[{'first_name': 'Elizabeth', 'last_name': 'Gill', 'address1': '16349 Kerri Heights Apt. 822', 'address2': '', 'country': 'US', 'city': 'West Jennifer', 'state': 'KY', 'zipcode': '42027', 'default': True}]",18,F,spirits_beers_sparkling
3869,user3869,kyle.richardson@example.com,Kyle,Richardson,"[{'first_name': 'Kyle', 'last_name': 'Richardson', 'address1': '26633 David Curve Apt. 153', 'address2': '', 'country': 'US', 'city': 'Tonyaborough', 'state': 'WY', 'zipcode': '83082', 'default': True}]",21,M,isotonic_spirits_waters
3889,user3889,ashley.smith@example.com,Ashley,Smith,"[{'first_name': 'Ashley', 'last_name': 'Smith', 'address1': '58329 Thomas Port Apt. 629', 'address2': '', 'country': 'US', 'city': 'West Mauriceside', 'state': 'ID', 'zipcode': '83539', 'default': True}]",21,F,energy_isotonic_beers
3896,user3896,renee.reynolds@example.com,Renee,Reynolds,"[{'first_name': 'Renee', 'last_name': 'Reynolds', 'address1': '893 Trevor Burg Suite 966', 'address2': '', 'country': 'US', 'city': 'South Bradleyburgh', 'state': 'OK', 'zipcode': '73191', 'default': True}]",18,F,other_waters_sparkling
3922,user3922,tonya.pham@example.com,Tonya,Pham,"[{'first_name': 'Tonya', 'last_name': 'Pham', 'address1': '946 Clark Plains', 'address2': '', 'country': 'US', 'city': 'Fergusonstad', 'state': 'KY', 'zipcode': '40270', 'default': True}]",18,F,juices_waters_sparkling
3962,user3962,kelly.peterson@example.com,Kelly,Peterson,"[{'first_name': 'Kelly', 'last_name': 'Peterson', 'address1': '90722 Jessica Drive', 'address2': '', 'country': 'US', 'city': 'Johnsontown', 'state': 'NH', 'zipcode': '03073', 'default': True}]",18,F,other_waters_sparkling
3989,user3989,sandra.lowe@example.com,Sandra,Lowe,"[{'first_name': 'Sandra', 'last_name': 'Lowe', 'address1': '445 Rivera Coves', 'address2': '', 'country': 'US', 'city': 'Hernandezland', 'state': 'HI', 'zipcode': '96796', 'default': True}]",18,F,spirits_beers_sparkling
4028,user4028,christopher.tate@example.com,Christopher,Tate,"[{'first_name': 'Christopher', 'last_name': 'Tate', 'address1': '90235 Evan Mills', 'address2': '', 'country': 'US', 'city': 'Morganmouth', 'state': 'ID', 'zipcode': '83757', 'default': True}]",18,M,isotonic_waters_other
4052,user4052,deborah.howell@example.com,Deborah,Howell,"[{'first_name': 'Deborah', 'last_name': 'Howell', 'address1': '80510 Wendy Gateway Apt. 317', 'address2': '', 'country': 'US', 'city': 'Sarahville', 'state': 'CO', 'zipcode': '81004', 'default': True}]",18,F,spirits_beers_sparkling
4074,user4074,daniel.hernandez@example.com,Daniel,Hernandez,"[{'first_name': 'Daniel', 'last_name': 'Hernandez', 'address1': '944 Maria Island Apt. 037', 'address2': '', 'country': 'US', 'city': 'Port Ashleyfurt', 'state': 'GA', 'zipcode': '31590', 'default': True}]",18,M,isotonic_waters_other
4075,user4075,chad.ross@example.com,Chad,Ross,"[{'first_name': 'Chad', 'last_name': 'Ross', 'address1': '49243 Jacob Fall', 'address2': '', 'country': 'US', 'city': 'Port Rachelberg', 'state': 'VA', 'zipcode': '20040', 'default': True}]",18,M,other_waters_sparkling
4113,user4113,kelly.hunter@example.com,Kelly,Hunter,"[{'first_name': 'Kelly', 'last_name': 'Hunter', 'address1': '30522 Pamela Way', 'address2': '', 'country': 'US', 'city': 'Lake Troyborough', 'state': 'OH', 'zipcode': '43160', 'default': True}]",18,F,spirits_beers_sparkling
4114,user4114,katherine.duffy@example.com,Katherine,Duffy,"[{'first_name': 'Katherine', 'last_name': 'Duffy', 'address1': '8304 Mcclain Port Suite 356', 'address2': '', 'country': 'US', 'city': 'Erinbury', 'state': 'OR', 'zipcode': '97512', 'default': True}]",21,F,isotonic_spirits_waters
4157,user4157,jerry.henderson@example.com,Jerry,Henderson,"[{'first_name': 'Jerry', 'last_name': 'Henderson', 'address1': '549 Mariah Haven Apt. 711', 'address2': '', 'country': 'US', 'city': 'Harrytown', 'state': 'DE', 'zipcode': '19882', 'default': True}]",18,M,isotonic_waters_other
4257,user4257,scott.johnson@example.com,Scott,Johnson,"[{'first_name': 'Scott', 'last_name': 'Johnson', 'address1': '4788 Marcia Terrace', 'address2': '', 'country': 'US', 'city': 'Gillburgh', 'state': 'VA', 'zipcode': '20040', 'default': True}]",18,M,waters_juices_other
